rows,symbols,precision,true_events,fake_events,median_future_drop_5m,median_future_drop_15m,median_future_drop_30m,median_adverse_5m,p80_adverse_5m,post_pump_share,downtrend_share,other_share,period,cutoff_sec,quantile,threshold,mode,auc,train_rows,validation_rows,train_pos_rate,validation_pos_rate,features,score_metric
319,122,100.0,319,0,3.91,5.984,7.743,0.984,1.665,60.188,2.508,33.229,validation,40,0.95,0.999649418151802,preclose_agg,0.8625034108326108,8569,5752,0.5481386392811296,0.5104311543810849,48,9.469040497896884
320,116,100.0,320,0,3.618,5.723,7.718,1.092,1.744,66.25,2.188,28.75,validation,59,0.95,0.9998695526008996,preclose_agg,0.9192701882586078,8569,5752,0.5481386392811296,0.5104311543810849,48,9.432960561565007
311,122,100.0,311,0,3.766,5.703,7.347,0.988,1.709,63.666,1.286,30.547,validation,50,0.95,0.9997283439323983,preclose_agg,0.8857506541057716,8569,5752,0.5481386392811296,0.5104311543810849,48,9.41914159390474
271,110,100.0,271,0,4.199,6.114,8.341,0.995,1.728,65.314,1.476,29.889,validation,30,0.95,0.9993657330341398,preclose_agg,0.8427551738218355,8569,5752,0.5481386392811296,0.5104311543810849,48,9.398341033147998
288,111,99.653,287,1,3.837,5.997,7.718,1.136,1.745,64.583,1.736,29.167,validation,20,0.95,0.9980890503772288,preclose_agg,0.8191513654941788,8569,5752,0.5481386392811296,0.5104311543810849,48,9.392433344056217
290,114,99.31,288,2,3.654,5.943,8.181,1.087,1.821,66.207,0.69,30.0,validation,10,0.95,0.9976609716249311,preclose_agg,0.7886747294556602,8569,5752,0.5481386392811296,0.5104311543810849,48,9.362741633585747
1962,181,87.054,1708,254,1.782,3.978,6.282,0.831,1.644,41.896,6.677,29.001,validation,20,0.7,0.6020042541171579,preclose_agg,0.8191513654941788,8569,5752,0.5481386392811296,0.5104311543810849,48,9.36019459713823
3509,201,76.432,2682,827,1.327,2.768,5.714,0.774,1.699,26.047,8.435,31.576,validation,59,0.5,0.5739110572043264,preclose_agg,0.9192701882586078,8569,5752,0.5481386392811296,0.5104311543810849,48,8.863845658229955
3509,201,76.432,2682,827,1.327,2.768,5.714,0.774,1.699,26.047,8.435,31.576,validation,59,0.6,0.5739110572043264,preclose_agg,0.9192701882586078,8569,5752,0.5481386392811296,0.5104311543810849,48,8.863845658229955
3609,202,72.541,2618,991,1.251,2.527,5.603,0.827,1.772,25.797,9.033,31.477,validation,50,0.5,0.5740997417204745,preclose_agg,0.8857506541057716,8569,5752,0.5481386392811296,0.5104311543810849,48,8.609671525663463
3609,202,72.541,2618,991,1.251,2.527,5.603,0.827,1.772,25.797,9.033,31.477,validation,50,0.6,0.5740997417204745,preclose_agg,0.8857506541057716,8569,5752,0.5481386392811296,0.5104311543810849,48,8.609671525663463
3572,202,70.829,2530,1042,1.234,2.471,5.547,0.864,1.84,26.008,8.931,31.635,validation,40,0.5,0.5744769785074242,preclose_agg,0.8625034108326108,8569,5752,0.5481386392811296,0.5104311543810849,48,8.489640429011704
3572,202,70.829,2530,1042,1.234,2.471,5.547,0.864,1.84,26.008,8.931,31.635,validation,40,0.6,0.5744769785074242,preclose_agg,0.8625034108326108,8569,5752,0.5481386392811296,0.5104311543810849,48,8.489640429011704
3490,201,69.885,2439,1051,1.228,2.443,5.514,0.882,1.853,26.046,9.341,31.519,validation,30,0.5,0.5740879790260569,preclose_agg,0.8427551738218355,8569,5752,0.5481386392811296,0.5104311543810849,48,8.41699175355252
3490,201,69.885,2439,1051,1.228,2.443,5.514,0.882,1.853,26.046,9.341,31.519,validation,30,0.6,0.5740879790260569,preclose_agg,0.8427551738218355,8569,5752,0.5481386392811296,0.5104311543810849,48,8.41699175355252
3473,202,68.529,2380,1093,1.212,2.344,5.467,0.894,1.87,25.799,9.703,31.299,validation,20,0.5,0.5741219810378977,preclose_agg,0.8191513654941788,8569,5752,0.5481386392811296,0.5104311543810849,48,8.319950973400523
3473,202,68.529,2380,1093,1.212,2.344,5.467,0.894,1.87,25.799,9.703,31.299,validation,20,0.6,0.5741219810378977,preclose_agg,0.8191513654941788,8569,5752,0.5481386392811296,0.5104311543810849,48,8.319950973400523
3406,202,66.676,2271,1135,1.201,2.22,5.406,0.931,1.907,25.895,9.659,31.533,validation,10,0.5,0.5743124654480666,preclose_agg,0.7886747294556602,8569,5752,0.5481386392811296,0.5104311543810849,48,8.181193708830483
3406,202,66.676,2271,1135,1.201,2.22,5.406,0.931,1.907,25.895,9.659,31.533,validation,10,0.6,0.5743124654480666,preclose_agg,0.7886747294556602,8569,5752,0.5481386392811296,0.5104311543810849,48,8.181193708830483
3406,202,66.676,2271,1135,1.201,2.22,5.406,0.931,1.907,25.895,9.659,31.533,validation,10,0.7,0.5743124654480666,preclose_agg,0.7886747294556602,8569,5752,0.5481386392811296,0.5104311543810849,48,8.181193708830483
